577	Muntilan lisäksi Euran molemmat latvialaispelaajat , iskijä Vesma Aistere ja passari Sana Catlaksas , tekivät kentällä takuuvarmaa työtä , vaikka pelasivat ottelun hieman 	jalkavaivaisina	 .
581	Puolustuksessa Suomella oli alussa _seitsemän_ miestä Hannu Virran ollessa 	olkavaivaisena	 syrjässä .
605	_su_ ei osallistunut 	vatsavaivaisena	 katsastukseen , mutta hänellä aikaisemmatkin näytöt riittävät joukkueeseen .
615	Joukkueen toinen vierastyöläinen Marina _Kasch_ seurasi ottelua 	jalkavaivaisena	 vaihtopenkiltä .
633	Jopa ajalla 30.6 viimeisenä maalin 	vaivaisena	 ontunut _otus_ sai näin rahaa !
737	Myös Paterin vastaanottospesialisti _Janne Pulkkinen_ pelasi ottelun 	jalkavaivaisena	 .
763	Silti vieläkään ei päästy näkemään parasta mahdollista Valko-Venäjää , sillä pitkänhuiskea _HPK-hyökkääjä Aleksei Andrievski_ tyytyi 	olkavaivaisena	 käyskentelemään hallissa siviilit päällä .
785	_Kilpailunäytöt_ riittäisivät hyvin läpimenoon , jos ori - 	vaivaisenakin	 ?
803	Lauantain loppukilpailussa nakkaa myös toinen suomalainen , raisiolainen Juha Aarnio , _joka_ 	selkävaivaisena	 paiskasi 69.30 toisellaan .
822	Bursa kaipasi kovasti nimekästä slovenialaista pelinjohtajaansa Juri Zdovcia , _joka_ 	selkävaivaisena	 ei tullut Helsinkiin .
882	Keski-Savon Paterin kapteeni _Henrik Kosonen_ on 	reisivaivaisenakin	 joukkueelleen elintärkeä pelaaja .
887	Pateri vahva 	vaivaisenakin	
955	B-poikia jouduttiin peluuttamaan siksi , että mikkeliläisten kärki _Markus Lepistö_ oli 	selkävaivaisena	 sivussa pelistä .
957	_Markus Lepistö_ oli 	selkävaivaisena	 sivussa viime sunnuntain Honka-ottelusta .
971	- Ykkösmaalivahtimme _Andrei Kozlov_ ei pystynyt 	selkävaivaisena	 pelaamaan ottelua .
989	Jukurit joutui antamaan tasoitusta siinä mielessä , että joukkueen ykkössentteri _Antti Karhula_ oli 	nilkkavaivaisena	 sivussa .
1006	Janne Räsäsen ja Janis Plavinskisin hyökkäyspelissä on vaihdellut koko kauden suoritustaso aivan liikaa , joten pateriluotsin on pakko pitää _Here_ kuusikossa hieman 	vaivaisenakin	 .
1019		Kylkivaivaisenakin	 _hän_ pystyi päättämään iskuillaan toisen jakson molemmat erät ja oli kolmannellakin jaksolla taistelija numero uno .
1025	Kapteeni _Kosonen_ oli optimikunnossa liigan paras pelaaja , 	vaivaisenakin	 vielä ehdotonta kärkikaartia .
1080		Nivusvaivaisena	 kil- Miehen _tulos_ 79.47 riitti eilen si-
1084	Turnaus menetti jo toisen kiintotähtensä , sillä isäntämaan _Pete Sampras_ vetäytyi 	selkävaivaisena	 kisasta jo tiistain puolella .
1085	loppukilpailussa , mutta pystyi _polvi_ 	vaivaisena	 vain 12. sijaan .
1103	_David Robinson_ oli 	vaivaisena	 sivussa ja Tim Duncania vasta valmistauduttiin vastaanottamaan toiseksi tähdeksi .
1104	Joukkueen tähtihakkuri _Tiina Hamunen_ oli 	vatsavaivaisena	 miltei kädetön , joten tarpeita otteluvoittoon Hämeenlinnan tasoista joukkuetta vastaan tosiasiassa kotijoukkueella rehellisesti sanottuna ei ollut .
1139	Pateri matkasi Sveitsiin vajaalukuisena , sillä libero _Ari Matilainen_ jäi 	vatsavaivaisena	 kotimaahan .
1144	Valmentaja Jean-Michel Rochella on käytössään pieni pelaajarinki , josta vielä romanialainen keskipelaaja Cornel Soica huilasi ottelun ja kanadalainen _Gino Brousseau_ palloili 	selkävaivaisena	 .
1148	Joukkueen parhaat pelaajat tiistaina olivat Jukka Ripatti , Mikä Leppänen ja Kari Varis , _joka_ pelasi 	varvasvaivaisenakin	 .
1197	Superbike-luokka kisattiin ilman luokan Suomen mestaruuden voittanutta Motopark RC:n Juha Berneriä , joka lauantain aika-ajoissa karautti kankaalle ja joutui seuraamaan 	olkavaivaisena	 päätöskisan katsomosta .
1220	_Luhtanen_ aikoo olla Ruotsia vastaan kentällä 	vaivaisenakin	 .
1221	Pudotuspeleistä _hän_ jäi 	polvivaivaisena	 sivuun .
