N_SUBJECT	{'': 1, 'käyttää': 1, 'palkata': 1, 'tehdä': 1, 'kokea': 1}
P_SUBJECT	{}
E_SUBJECT	{'tauko': 1, '': 1, 'hän': 1}
POS_SUBJECT	{}
POS_OBJECT	{}
NUM_ATTRIBUTE	{'': 21, 'hehtaari': 1, 'lippu': 1, 'Uudellamaalla': 1, 'päivä': 1, 'milli': 1, 'sadasosa': 3, 'rysä': 1, 'miljoo-': 1, 'ta': 1, 'piikki': 1, '(': 2, 'uusi': 1, '000': 19, 'parlamenttipaik': 1, ':': 2, 'teelusikallinen': 1, 'kilomet-': 1, ',': 2, 'minuutti': 9, 'juoksija': 1, 'Susanna Vanhanen': 1, 'ryppyinen': 1, 'penni': 1, 'kappale': 4, 'Mark Messier': 1, 'vartti': 2, 'kruunu': 1, '062': 1, 'tunti': 2, 'torjunta': 1, 'kolmonentilanne': 2, 'metri': 4, 'juoksu': 1, 'solmu': 1, 'pää': 2, '%': 2, 'sekunni': 1, 'Jonathon': 1, '/': 1, 'kisapaikka': 1, 'kuukausi': 1, 'dollari': 2, 'vuosi': 6, 'laukaus': 2, 'sekunti': 55, 'gramma': 2, '.': 12, 'kilometri': 2, 'tulos': 1, 'siirto': 1, 'oljenkorren': 1, 'voitto': 1, 'kuusi': 1, 'mitali': 2, 'hopeamitali': 1, 'Vaapaheittoja': 1, 'tavi': 1, 'ja': 4, 'ero': 1, 'markka': 19, 'miljoona': 12, 'keila': 12, 'piste': 55, 'se-': 1, 'viikko': 3, 'maikka': 1, 'kymmenys': 1, 'mmkista': 1, '600': 1, 'pinna': 2, 'ottelu': 2, 'Göteborgin': 1, 'puu': 1, 'sentti': 8, 'senttilitra': 1, 'sadasosasekunti': 9, '1990': 1, 'syöttöpiste': 1, 'hikipisara': 1, 'C-lohko': 1, '100': 1, 'Jani Soininen': 1, '400': 1, 'ääni': 4, '584': 1, 'l.': 1, 'Saksa': 1, 'sadasosapiste': 1, 'maali': 13, 'kysyä': 1, 'tapahtuma': 1, 'mc-pistettä': 1, 'litra': 2, '594': 1, 'lokakuu': 1, 'kolme': 2, 'prosentti': 23, 'Fredrik Olausson': 1, 'sata': 1, 'sujua': 1, 'hiihtäjä': 1, 'Mikko Haapakoski': 1, 'Harry': 1, 'kerta': 2, 'teippi': 1, 'kilo': 1, '84': 1, 'tekopaikka': 1, 'virhepiste': 1, 'liigapeli': 1, 'aste': 1, 'yksi': 1, 'kymmenen': 1, 'miljardi': 1, 'aari': 1, 'ampiainen': 2, 'avauserä': 1, 'kotiutustilannetta': 1, 'Yvonne Gunell': 1, 'puimuri': 1}
PREDICATIVE	{'useimmat': 1, 'Söderström': 1, 'pikkuvaivainen': 1, 'kalliokoski': 1, 'autuas': 1, 'nivunenvaivainen': 1, 'maajoukkuemies': 1, 'Hipo': 1, 'suuri': 1, 'jalka': 1, 'vaivainen': 1, 'hän': 1, 'Jussi Nuorela': 1, 'kaikki': 1, 'joka': 2, 'molempi': 1, 'Kati Räsänen': 2, 'lonkkavaivainen': 1, 'maalintekijä': 1}
ESS_ADVERBIAL	{'': 12, 'yhdeksän': 1, 'kärki': 1, 'kähärä': 1, 'Lusik': 1, 'tulokas': 1, 'Gretzky': 1, 'siirtää': 1, 'Here': 1, 'joka': 3, 'Kaavi': 1, 'kaksi': 1, 'Lemieux': 1, 'Jukka Liikala': 1, 'ori': 1, 'Mikael Kajander': 1, 'passari': 1, 'Mika Lipponen': 1, 'vastaanottospesialisti': 1, 'paha': 1, 'kilpailunäyttö': 1, 'Jukka Mäkinen': 1, 'su': 1, 'Herbert Crook': 1, 'tähtihakkuri': 1, 'este': 1, 'Linford Christie': 1, 'Markus Lepistö': 1, 'ontua': 1, 'ykkönenmaalivahti': 1, 'Marttila': 1, 'polvi': 1, 'ykkönensentteri': 1, 'terho': 1, 'toinen': 2, 'se': 1, 'libero': 1, 'hän': 3, 'Banking': 1, 'David Robinson': 1, 'pitkänhuiskea': 1, 'annos': 1, 'kapteeni': 2, 'vaihtopenkki': 1, 'possu': 1, 'puoluejohtaja': 1, 'kakkoskoppari': 1, 'Pete Sampras': 1, 'Jukka Ripatti': 1, 'tulos': 2, 'hyvä': 1, 'Jari': 1, 'kanadalainen': 1, 'TPS': 1, 'Pitkänen': 1, 'Luhtanen': 1, 'Jarkko Partanen': 1, 'seitsemän': 1, 'urakka': 1}
GEN_ATTRIBUTE	{'': 1, 'harmi': 1, 'hoitaa': 1, 'marjaselkä': 1, 'asema': 1, 'näköisi': 1, 'valtakunta': 1, 'eläke': 1, 'hartia': 1, 'sijoitus': 1, 'mieli': 1, 'kiijoissa': 1, 'maa': 1, 'auttaa': 1, 'määrä': 1, 'ryhmä': 1, 'kirja': 1, 'legenda': 1, 'aktivisti': 1}
COMPOUND_ATTRIBUTE	{'enluu': 15, 'vaishoidon': 1, 'hoitolainen': 3, 'taloaika': 2, 'lampi': 1, 'ukko': 51, 'hoito-kysymys': 1, 'hoito': 57, 'hoitohuone': 1, 'salmi': 5, 'ryhmä': 1, 'hoito-hallitus': 1, 'poikalito': 1, 'huoltoajatus': 1, 'taloajattelu': 1, 'iva': 1, 'hoitolasäädäntö': 1, 'hoito-ohjesääntö': 2, 'en-luu': 18, 'i': 4, 'päästäinen': 1, 'hoitokunta': 1, 'tukki': 1, '-hoito': 1, 'ruotujärjestelmä': 1, 'talo': 45, '-ja': 1, 'tupa': 1, 'hoito-olo': 1, 'poika': 1, 'taksa': 3, 'hoitotarkastaja': 1, 'hoitorasitus': 1, 'hoito-tarkastaja': 1, 'kollehdit': 1, 'hoitoapu': 1, 'ukkonäyttely': 1, 'hoitoasia': 1, 'ukkokausi': 1, 'hoito-asia': 1, 'prosentti': 2, 'koti': 1, 'elo': 1, 'hiiri': 1, 'pöllöveistos': 1, 'hoitoasetus': 6, 'hoitojärjestelmä': 1, 'kassa': 6, 'kokous': 2, 'uus': 9, 'kotiaika': 1, 'ohjesääntö': 1, 'hoitoneuvoja': 1, 'hoitotoiminta': 1, 'akka': 1, 'hoitovirkaomainen': 1, 'mänty': 1, 'ukkojaja': 1, 'huone': 8, 'hoitohallitus': 1, 'apu': 7, 'koivu': 16, 'luuta': 1, 'hoitopoliittinen': 1}
PRON_ATTRIBUTE	{'': 9}
ADVERBIAL	{}
F_SUBJECT	{'joutua': 1, 'jäädä': 2, 'voittaa': 1, 'kohdata': 1, 'ehtiä': 1, 'sairastua': 1, 'sopia': 1, 'pitää': 1, 'voida': 1, 'kokea': 2, 'ei': 1, 'kiitää': 2, 'hoitaa': 1}
OBJECT	{'joutua': 1, 'löytyä': 1, 'herjata': 1, 'armahtaa': 1, 'toimia': 1, 'tarvita': 2, 'kertoilla': 1, 'täytyä': 1, 'Sirje Kiin': 1, 'päättää': 1, 'sortaa': 1, 'perustaa': 1, 'tuoda': 1, 'kasvaa': 1, 'herätä': 1, 'syödä': 1, 'hyväksyä': 1}
NP_ATTRIBUTE	{'': 16, 'ripe': 2, 'Stuttgart': 1, 'kuolonkalpea': 1, 'Tuulikki Pyykkönenja': 1, 'saturainen': 1, 'Valeri Popovitsh': 1, 'Marko Suoste': 1, 'miljoona': 1, 'mikkeli-vierailu': 1, 'Harri Vänni': 1, 'Graf': 1, 'Havard Tveite': 1, 'Gretzkystä': 1, 'Aki Berg': 1, 'Catharina Svenlin': 1, 'Harri Pöyry': 1, 'lilliputti': 1, 'tunti': 2, 'Väisänen': 1, 'Lifländerin': 1, 'Henrik Kosonen': 7, 'Sampras': 1, 'Ako': 1, 'Hannu': 1, 'Fovvlkesin': 1, 'äiti': 1, 'Mika Lu-': 1, 'Petri Häkkinen': 1, 'Joni Liuksen': 1, 'Kihlström': 1, 'Susanna Heikkilä': 1, 'Tiina': 2, 'syntinen': 1, 'Stanislav Pochop': 1, 'Pentti': 1, 'taistella': 1, 'Pekka Markkanen': 1, "Sophie's Symphony": 1, 'paitsiomaali': 1, 'mattopesula': 1, 'Gary Pallister': 1, 'Brett Hullin': 1, 'Harri Huttunen': 1, 'satalappunen': 1, 'vireä': 1, 'Ismo Lius': 2, 'Herbert Crook': 1, 'ukkeli': 1, 'Mika Myllylä': 1, 'osanottaja': 1, 'mies': 2, 'matkamies': 1, 'Jari Taipale': 1, 'Tikkanen': 1, 'Peter Ahola': 1, 'tuttava': 1, 'ukkonen': 1, 'Frank de Boer': 1, 'Jani Hassinen': 1, 'markka': 2, 'Petri Ylönen': 1, 'lapsilisä': 1, 'Erkki Aakko': 1, 'Zein': 1, 'Pasi Pirinen': 1, 'rupla': 1, 'Mikko Haapakoski': 1, 'Timo Blomqvist': 1, 'Janne Moilanen': 1, 'korpi': 1, 'Karppinen': 1, 'Guttorm': 1, 'suolaraha': 1, 'Anders Eriksson': 1, 'Valentin Kononej': 1, 'Ingberg': 1, 'nurmi': 1, 'Kimmo Tarkkion': 1, 'Riitta Pitkänen': 1, 'Olli Hartikainen': 3, 'Arthur Numanin': 1, 'lyöjätykki': 1, 'puu': 1, 'Peter Hoestra': 1, 'maili': 1, 'Kubilay Turkyilmazin': 1, 'Petri Kuusinen': 1, 'Sami Aikään': 1, 'Mauri': 1, 'Wahlman': 1, 'Kinnunen': 1, 'satanen': 4, 'kantaa': 1, 'Heidi Hannula': 1, 'Rubinelda Henry-Serranon': 1, 'Takon': 1, 'Darko': 1, 'Timo': 1, 'Simo Eerikäinen': 1, 'maali': 2, 'Jyrki': 2, 'Riia': 1, 'tamma': 1, 'Darren Boyko': 1, 'Tuomas Sammelvuo': 1, 'Pasi Nurminen': 1, 'ja': 2, 'ruskailikin': 1, 'tasapelipiste': 1, 'vammainen': 1, 'Seppänen': 2, 'Mario Lemieuxia': 1, 'vaimo': 1, 'rukata': 1, 'kaari': 1, 'Ville Hautala': 1, 'Jukka Marttila': 1, 'Italia': 1, 'Harri': 1, 'Jari Hartikainen': 1, 'Janne Pulkkinen': 1, 'Pekka Ilmivalta': 1, 'kilo': 1, 'Pasi Nenonen': 1, 'kähärä': 1, 'selänne': 1, 'tohmajärveläinen': 1, 'Aleksandr Gredjusko': 1, 'tieura': 1, 'Sami Laaksonen': 1, 'joukkue': 1, 'Mikaela Ingberg': 1, 'Robert Reichel': 1, 'Jarmo Alatensiötä': 1, 'pisto': 1, 'Gullit': 1, 'Tommi Sallinen': 1, 'Susanna Vanhanen': 1, 'Pekka Lipiäinen': 1, 'Ritva Valjakan': 1, 'juoksu': 1, 'Dufva': 1, 'Kautonen': 1, 'polttopuu': 1, 'Harri Vannin': 1, 'Janeckyn': 1, 'matka': 1, 'Jari Litmanen': 3, 'Lindström': 1, 'isä': 1, 'Mika Strömberg': 1, 'Harri Liikanen': 1, 'Hell Mantila': 1, 'Backley': 1, 'kymppi': 1, 'Janne Räsänen': 1, 'karhu': 1, 'Ari Hjelmiä': 1, 'Myllylän': 1, 'kirvesniemi': 1, 'Juha Jyrkkiö': 1, 'terhi': 1, 'prosenttiyksikkö': 1, 'Louise Laukko': 1, 'Tommi Kovanen': 1, 'Seppo Räty': 1, 'kotijoukkue': 1, 'Kylliäistä': 1, 'Changin': 1, 'Sini Tamminen': 1, 'suupala': 1, 'taskuraha': 1, 'palkkio': 1, 'Wayne Gretzkyäkin': 1, 'ilme': 1, 'Kankaanpää': 1, 'Anthony': 1, 'piste': 10, 'vvatilla': 1, 'Markus': 1, 'Saku Koivu': 1, 'Janne Ahonen': 1, 'Juha Koskela': 1, 'työntekijä': 1, 'potilas': 1, 'Heikki Kylliäinen': 1, 'Krzysztof Gawara': 1, 'kuukausi': 1, 'osa': 1, 'ia': 1, 'Hämäläinen': 1, 'eläin': 1, 'Merja Lahtinen': 1, 'Toni Koivunen': 1, 'Ilkka Mäkelä': 1, 'Suomi': 1, 'vanhus': 2, 'omena': 2, 'Tuomas Korpela': 1, 'prosentti': 2, 'HNMKY:n': 1, 'puoU': 1, 'metri': 1, 'Mika Aaltonen': 1, 'Harri Hakkarainen': 2, 'Sakari Lindfors': 2, 'centiimeistä': 1, 'keila': 2, 'Shumovia': 1, 'I.': 1, 'kirahvi': 1, 'Lasse Peltonen': 1, 'Kai Virtanen': 1, 'pylväspää': 1, 'Harri Nev': 1, 'Glenn Lindquist': 1, 'katukauppias': 1, 'Hannu Jäntti': 1, 'Jyrki Lehto': 1, 'kitinä': 1, 'Vesa Kalpio': 1, 'hevonen': 2, 'hallinta': 1, 'tenniskenttä': 1, 'puikko': 1, 'Erik Holmgren': 1, 'Esko Immonen': 1, 'Jari': 1, 'Wayne Gretzky': 1, 'Marko Wahlmanilta': 1, 'Keel': 1, 'Matti Valjakka': 1, 'Aki': 1, 'pelaaja': 1, 'Aleksandr Andrijevskia': 1, 'MM-': 1, 'sentti': 2, 'Otakar Janecky': 1, 'Raimo Helminen': 1, 'Jani Lehtonen': 1, 'tukki': 1, 'Johan Östmanin': 1, 'Olli': 2, 'pinna': 1, 'jäljittely': 1, 'Olli Nenonen': 2, 'asiakas': 1, 'vitonen': 1, 'lemmikki': 1, 'Ari': 2, 'Mika': 2, 'Esa': 2, 'tulos': 2, 'sekunti': 11, 'Cole': 1, 'korkea': 1, 'Janne Oinonen': 1}
N_SUBJECT	{'': 1, 'tehdä': 1, 'palkata': 1, 'käyttää': 1, 'kokea': 1}
P_SUBJECT	{}
E_SUBJECT	{'': 1, 'hän': 1, 'tauko': 1}
POS_SUBJECT	{}
POS_OBJECT	{}
NUM_ATTRIBUTE	{'': 21, 'sata': 1, 'l.': 1, 'parlamenttipaik': 1, 'kuusi': 1, '400': 1, ',': 2, 'Harry': 1, 'Yvonne Gunell': 1, 'vuosi': 6, 'miljoona': 12, 'aste': 1, '/': 1, 'liigapeli': 1, 'Susanna Vanhanen': 1, 'juoksu': 1, 'sekunni': 1, 'milli': 1, '1990': 1, 'penni': 1, 'tunti': 2, 'teippi': 1, 'lippu': 1, 'Vaapaheittoja': 1, 'sekunti': 55, 'tekopaikka': 1, 'mitali': 2, 'teelusikallinen': 1, 'kymmenen': 1, 'kisapaikka': 1, 'litra': 2, 'hehtaari': 1, 'kilomet-': 1, 'ta': 1, 'vartti': 2, 'uusi': 1, 'miljardi': 1, 'gramma': 2, 'sujua': 1, 'senttilitra': 1, 'pää': 2, 'kymmenys': 1, 'Saksa': 1, 'sadasosasekunti': 9, 'kolme': 2, 'viikko': 3, 'ero': 1, 'virhepiste': 1, 'Mikko Haapakoski': 1, '062': 1, 'solmu': 1, 'piste': 55, 'Uudellamaalla': 1, 'se-': 1, 'Göteborgin': 1, 'ryppyinen': 1, 'päivä': 1, 'kuukausi': 1, 'kruunu': 1, 'kolmonentilanne': 2, 'aari': 1, 'lokakuu': 1, 'juoksija': 1, 'siirto': 1, 'puimuri': 1, 'markka': 19, 'tapahtuma': 1, 'sadasosa': 3, 'laukaus': 2, 'torjunta': 1, ':': 2, 'piikki': 1, 'avauserä': 1, 'oljenkorren': 1, 'Jonathon': 1, '(': 2, 'metri': 4, 'kerta': 2, 'maikka': 1, '84': 1, 'keila': 12, 'hopeamitali': 1, 'kotiutustilannetta': 1, 'voitto': 1, 'pinna': 2, 'ottelu': 2, '000': 19, 'rysä': 1, 'hikipisara': 1, 'Jani Soininen': 1, '600': 1, 'C-lohko': 1, 'mc-pistettä': 1, 'minuutti': 9, 'mmkista': 1, 'yksi': 1, '584': 1, 'syöttöpiste': 1, '%': 2, '594': 1, 'maali': 13, 'tavi': 1, 'sentti': 8, 'kappale': 4, 'miljoo-': 1, 'ampiainen': 2, 'ääni': 4, 'sadasosapiste': 1, 'ja': 4, '.': 12, 'kysyä': 1, 'dollari': 2, 'hiihtäjä': 1, 'prosentti': 23, 'tulos': 1, 'Mark Messier': 1, 'Fredrik Olausson': 1, 'puu': 1, '100': 1, 'kilometri': 2, 'kilo': 1}
PREDICATIVE	{'Hipo': 1, 'jalka': 1, 'pikkuvaivainen': 1, 'lonkkavaivainen': 1, 'Jussi Nuorela': 1, 'useimmat': 1, 'kaikki': 1, 'Kati Räsänen': 2, 'nivunenvaivainen': 1, 'maajoukkuemies': 1, 'Söderström': 1, 'maalintekijä': 1, 'molempi': 1, 'autuas': 1, 'vaivainen': 1, 'hän': 1, 'joka': 2, 'suuri': 1, 'kalliokoski': 1}
ESS_ADVERBIAL	{'': 12, 'kähärä': 1, 'Jari': 1, 'paha': 1, 'vastaanottospesialisti': 1, 'Pitkänen': 1, 'Jarkko Partanen': 1, 'pitkänhuiskea': 1, 'terho': 1, 'Mika Lipponen': 1, 'Lemieux': 1, 'tähtihakkuri': 1, 'Mikael Kajander': 1, 'ykkönensentteri': 1, 'Jukka Mäkinen': 1, 'se': 1, 'Banking': 1, 'Linford Christie': 1, 'Marttila': 1, 'David Robinson': 1, 'passari': 1, 'ykkönenmaalivahti': 1, 'yhdeksän': 1, 'annos': 1, 'kärki': 1, 'Pete Sampras': 1, 'Gretzky': 1, 'joka': 3, 'vaihtopenkki': 1, 'Jukka Liikala': 1, 'hyvä': 1, 'tulokas': 1, 'siirtää': 1, 'Lusik': 1, 'Markus Lepistö': 1, 'ontua': 1, 'urakka': 1, 'Here': 1, 'polvi': 1, 'kanadalainen': 1, 'puoluejohtaja': 1, 'kapteeni': 2, 'toinen': 2, 'Jukka Ripatti': 1, 'Luhtanen': 1, 'Herbert Crook': 1, 'TPS': 1, 'Kaavi': 1, 'kilpailunäyttö': 1, 'possu': 1, 'tulos': 2, 'kakkoskoppari': 1, 'libero': 1, 'ori': 1, 'seitsemän': 1, 'kaksi': 1, 'hän': 3, 'su': 1, 'este': 1}
GEN_ATTRIBUTE	{'': 1, 'mieli': 1, 'marjaselkä': 1, 'määrä': 1, 'legenda': 1, 'ryhmä': 1, 'eläke': 1, 'hoitaa': 1, 'asema': 1, 'näköisi': 1, 'maa': 1, 'harmi': 1, 'auttaa': 1, 'aktivisti': 1, 'hartia': 1, 'kirja': 1, 'kiijoissa': 1, 'valtakunta': 1, 'sijoitus': 1}
COMPOUND_ATTRIBUTE	{'taksa': 3, 'hoitolainen': 3, 'ryhmä': 1, 'ukkonäyttely': 1, 'i': 4, 'hoitoneuvoja': 1, 'kotiaika': 1, 'prosentti': 2, 'ukkokausi': 1, 'ukkojaja': 1, 'elo': 1, 'kassa': 6, 'hoitohuone': 1, 'hoito-hallitus': 1, '-hoito': 1, 'enluu': 15, 'hoito-asia': 1, 'ruotujärjestelmä': 1, 'tupa': 1, 'hoitoapu': 1, 'hoito': 57, 'hoito-olo': 1, 'hoitolasäädäntö': 1, 'hoitorasitus': 1, 'päästäinen': 1, 'tukki': 1, 'huone': 8, 'uus': 9, 'iva': 1, 'hoitohallitus': 1, 'hiiri': 1, 'luuta': 1, 'hoitoasetus': 6, 'taloajattelu': 1, 'koivu': 16, 'poika': 1, 'akka': 1, 'en-luu': 18, 'salmi': 5, 'hoitopoliittinen': 1, 'hoito-tarkastaja': 1, '-ja': 1, 'lampi': 1, 'koti': 1, 'apu': 7, 'hoito-kysymys': 1, 'poikalito': 1, 'hoitoasia': 1, 'ohjesääntö': 1, 'kokous': 2, 'hoitotoiminta': 1, 'vaishoidon': 1, 'ukko': 51, 'hoitokunta': 1, 'mänty': 1, 'hoitovirkaomainen': 1, 'hoitotarkastaja': 1, 'talo': 45, 'taloaika': 2, 'hoitojärjestelmä': 1, 'kollehdit': 1, 'pöllöveistos': 1, 'huoltoajatus': 1, 'hoito-ohjesääntö': 2}
PRON_ATTRIBUTE	{'': 9}
ADVERBIAL	{}
F_SUBJECT	{'hoitaa': 1, 'voittaa': 1, 'jäädä': 2, 'sopia': 1, 'kohdata': 1, 'joutua': 1, 'kokea': 2, 'ei': 1, 'ehtiä': 1, 'kiitää': 2, 'voida': 1, 'pitää': 1, 'sairastua': 1}
OBJECT	{'tarvita': 2, 'kasvaa': 1, 'toimia': 1, 'herätä': 1, 'päättää': 1, 'sortaa': 1, 'joutua': 1, 'täytyä': 1, 'herjata': 1, 'tuoda': 1, 'perustaa': 1, 'Sirje Kiin': 1, 'löytyä': 1, 'syödä': 1, 'kertoilla': 1, 'armahtaa': 1, 'hyväksyä': 1}
NP_ATTRIBUTE	{'': 16, 'lemmikki': 1, 'Gretzkystä': 1, 'Markus': 1, 'Joni Liuksen': 1, 'saturainen': 1, 'Erik Holmgren': 1, 'Kautonen': 1, 'mikkeli-vierailu': 1, 'pylväspää': 1, 'centiimeistä': 1, 'Valeri Popovitsh': 1, 'asiakas': 1, 'kirahvi': 1, 'Janne Oinonen': 1, 'Gullit': 1, 'Tuomas Korpela': 1, 'Mika Myllylä': 1, 'Janne Moilanen': 1, 'polttopuu': 1, 'Wayne Gretzky': 1, 'hevonen': 2, 'puu': 1, 'Harri Vannin': 1, 'vitonen': 1, 'Kai Virtanen': 1, 'Robert Reichel': 1, 'tohmajärveläinen': 1, 'eläin': 1, 'Heikki Kylliäinen': 1, 'Jari Hartikainen': 1, 'Simo Eerikäinen': 1, 'Fovvlkesin': 1, 'piste': 10, 'lilliputti': 1, 'satalappunen': 1, 'Otakar Janecky': 1, 'Tuomas Sammelvuo': 1, 'Tikkanen': 1, 'Italia': 1, 'Frank de Boer': 1, 'kitinä': 1, 'Stanislav Pochop': 1, 'Keel': 1, 'ilme': 1, 'matkamies': 1, 'Kinnunen': 1, 'kuolonkalpea': 1, 'Kylliäistä': 1, 'Petri Ylönen': 1, 'ukkonen': 1, 'tasapelipiste': 1, 'Brett Hullin': 1, 'Seppänen': 2, 'I.': 1, 'Rubinelda Henry-Serranon': 1, 'Jukka Marttila': 1, 'satanen': 4, 'omena': 2, 'palkkio': 1, 'äiti': 1, 'Johan Östmanin': 1, 'pisto': 1, 'tenniskenttä': 1, 'Anthony': 1, 'Heidi Hannula': 1, 'Wahlman': 1, 'Olli': 2, 'ia': 1, 'pelaaja': 1, 'osa': 1, 'juoksu': 1, 'Riia': 1, 'Timo': 1, 'selänne': 1, 'Anders Eriksson': 1, 'Pekka Ilmivalta': 1, 'sentti': 2, 'Aleksandr Andrijevskia': 1, 'jäljittely': 1, 'Vesa Kalpio': 1, 'Louise Laukko': 1, 'Pasi Nurminen': 1, 'maali': 2, 'Stuttgart': 1, 'Riitta Pitkänen': 1, 'Sakari Lindfors': 2, 'Karppinen': 1, 'tieura': 1, 'Seppo Räty': 1, 'Ari': 2, 'prosenttiyksikkö': 1, 'Harri Huttunen': 1, 'Kankaanpää': 1, 'Esko Immonen': 1, 'Petri Kuusinen': 1, 'keila': 2, 'Guttorm': 1, 'Hämäläinen': 1, 'Darren Boyko': 1, 'Peter Hoestra': 1, 'työntekijä': 1, 'vammainen': 1, 'Janne Ahonen': 1, 'kuukausi': 1, 'Erkki Aakko': 1, 'Jani Lehtonen': 1, 'Harri Vänni': 1, 'prosentti': 2, 'Sami Aikään': 1, 'Olli Hartikainen': 3, 'metri': 1, 'potilas': 1, 'Marko Wahlmanilta': 1, 'kotijoukkue': 1, 'Ako': 1, 'tunti': 2, 'Hell Mantila': 1, 'Raimo Helminen': 1, 'suupala': 1, 'lyöjätykki': 1, 'Sampras': 1, 'Lasse Peltonen': 1, 'kirvesniemi': 1, 'Catharina Svenlin': 1, 'Zein': 1, 'Pasi Nenonen': 1, 'suolaraha': 1, 'tamma': 1, 'Suomi': 1, 'katukauppias': 1, 'Kimmo Tarkkion': 1, 'Kubilay Turkyilmazin': 1, 'Juha Koskela': 1, 'vvatilla': 1, 'Glenn Lindquist': 1, 'Kihlström': 1, 'Jari Taipale': 1, 'miljoona': 1, 'isä': 1, "Sophie's Symphony": 1, 'vanhus': 2, 'Valentin Kononej': 1, 'Mika Strömberg': 1, 'Ville Hautala': 1, 'ruskailikin': 1, 'vaimo': 1, 'paitsiomaali': 1, 'Olli Nenonen': 2, 'korpi': 1, 'Mauri': 1, 'Lindström': 1, 'Jari Litmanen': 3, 'rupla': 1, 'vireä': 1, 'Aleksandr Gredjusko': 1, 'Lifländerin': 1, 'kymppi': 1, 'Krzysztof Gawara': 1, 'Mikaela Ingberg': 1, 'Takon': 1, 'Janne Räsänen': 1, 'Ari Hjelmiä': 1, 'mies': 2, 'maili': 1, 'Harri Hakkarainen': 2, 'Herbert Crook': 1, 'Sini Tamminen': 1, 'Esa': 2, 'Matti Valjakka': 1, 'Hannu': 1, 'rukata': 1, 'Petri Häkkinen': 1, 'Jyrki': 2, 'Mario Lemieuxia': 1, 'Graf': 1, 'Aki Berg': 1, 'kaari': 1, 'Harri Pöyry': 1, 'MM-': 1, 'Ismo Lius': 2, 'Tommi Kovanen': 1, 'Juha Jyrkkiö': 1, 'taistella': 1, 'pinna': 1, 'Changin': 1, 'korkea': 1, 'lapsilisä': 1, 'Wayne Gretzkyäkin': 1, 'Havard Tveite': 1, 'Merja Lahtinen': 1, 'Harri Liikanen': 1, 'Backley': 1, 'Toni Koivunen': 1, 'tukki': 1, 'Jarmo Alatensiötä': 1, 'HNMKY:n': 1, 'Marko Suoste': 1, 'osanottaja': 1, 'Arthur Numanin': 1, 'Pekka Lipiäinen': 1, 'karhu': 1, 'Aki': 1, 'Cole': 1, 'mattopesula': 1, 'Mika': 2, 'joukkue': 1, 'ripe': 2, 'puoU': 1, 'Tuulikki Pyykkönenja': 1, 'Väisänen': 1, 'Pasi Pirinen': 1, 'Mika Lu-': 1, 'terhi': 1, 'Susanna Vanhanen': 1, 'syntinen': 1, 'Janne Pulkkinen': 1, 'Ingberg': 1, 'Peter Ahola': 1, 'Harri Nev': 1, 'kantaa': 1, 'Dufva': 1, 'Pentti': 1, 'Henrik Kosonen': 7, 'Darko': 1, 'Hannu Jäntti': 1, 'Mika Aaltonen': 1, 'Tiina': 2, 'markka': 2, 'taskuraha': 1, 'Harri': 1, 'kähärä': 1, 'Shumovia': 1, 'Sami Laaksonen': 1, 'Janeckyn': 1, 'hallinta': 1, 'kilo': 1, 'ja': 2, 'nurmi': 1, 'tulos': 2, 'Gary Pallister': 1, 'Pekka Markkanen': 1, 'Mikko Haapakoski': 1, 'Timo Blomqvist': 1, 'Ilkka Mäkelä': 1, 'Myllylän': 1, 'Jyrki Lehto': 1, 'Jari': 1, 'matka': 1, 'Tommi Sallinen': 1, 'puikko': 1, 'Saku Koivu': 1, 'Jani Hassinen': 1, 'tuttava': 1, 'ukkeli': 1, 'Susanna Heikkilä': 1, 'Ritva Valjakan': 1, 'sekunti': 11}
N_SUBJECT	{'': 1, 'tehdä': 1, 'palkata': 1, 'käyttää': 1, 'kokea': 1}
P_SUBJECT	{}
E_SUBJECT	{'tauko': 1, '': 1, 'hän': 1}
POS_SUBJECT	{}
POS_OBJECT	{}
